Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags
Wedo Valby,"Valby Langgade 36, st. 1, 2500 Valby",Wedo Valby,"4,0",95,100-200 kr a persona,", "
Restaurant Maison,"Dronningens Tværgade 43, st., 1302 København K",Maison,"4,6",178,Più di 1000 kr a persona,", , , , , , , , , "
Ni-Hao ApS,"Nærum Hovedgade 53, 2850 Nærum",Nihao Sushi & Wok,"4,3",292,200-300 kr a persona,", , , "
Restaurant Flammen Glostrup ApS,"Hovedvejen 114, st., 2600 Glostrup",Restaurant Flammen,"4,2",1.678,200-300 kr a persona,", , , , , , , , , "
Fattys,"Njalsgade 19D, 2300 København S",Fatty’s,"4,5",404,,", , , , , , , , , "
Kapelvej 1 ApS,"Kapelvej 1, 2200 København N",,,,,
Restaurant Ciao ApS,"Chrst Boecksvej 1, 3480 Fredensborg",Pizzeria Ciao,"3,9",227,100-200 kr a persona,
Brooklyn Bar & Restaurant,"Toldbodgade 3, 1253 København K",Brooklyn Bar Copenhagen,"4,2",237,200-300 kr a persona,", , , , , , , , , "
Collins Burger ApS,"Østerbrogade 149, 2100 København Ø",,,,,
Flying Sushi,"Stationstorvet 20, 2620 Albertslund",Flying Sushi,"4,1",90,200-300 kr a persona,
Yaffa ApS,"Gråbrødretorv 16, kl., 1154 København K",Yaffa,"4,4",444,,", , , , , , , , , "
Ølstauan,"Havnegade 15, st., 3770 Allinge",Ølstauan,"4,7",357,200-300 kr a persona,", , , "
J.D Holmberg ApS,"Rosengården 12, 1174 København K",,,,,
Viadukt ApS,"Taastrup Hovedgade 92, st. mf, 2630 Taastrup",Cafe Viadukt,"4,2",490,,", , , , , "
Asserbo Grill ApS,"Liselejevej 9B, 3360 Liseleje",Asserbo Grill & Pizza,"4,1",241,100-200 kr a persona,
Café Munk,"Nørre Farimagsgade 55, 1364 København K",Café Munk,"4,4",679,100-200 kr a persona,", , , , , , , , , "
Shabaz kaffebar,"Østerbrogade 124, 2100 København Ø",Shabaz Kaffebar,"4,2",45,100-200 kr a persona,
Restaurant Udsigten Kystvejen ApS,"Roholmsvej 7, 2620 Albertslund",,,,,
La Coruna Tandoori ApS,"Enghavevej 64, 1674 København V",La Coruna,"3,7",141,100-200 kr a persona,", "
Restaurant KOAN ApS,"Langeliniekaj 5, 2100 København Ø",Restaurant Koan,"4,7",136,,", , , , , , , , , "
DEJ Valby,"Gammel Køge Landevej 22, 2500 Valby",Dej,"4,0",77,100-200 kr a persona,
Linje14 ApS,"Strandvejen 169B, st. th, 2900 Hellerup",,,,,
Tranquilo,"Flæsketorvet 13A, 1711 København V",Kødbyens Øl & Cocktailbar,"3,7",67,,", "
Oscar By Night,"Amagerbrogade 4, 2300 København S",OSCAR BY NIGHT PIZZA HOUSE,"4,1",171,100-200 kr a persona,", , , , "
Fish Sushi ApS,"Ugandavej 111, 2770 Kastrup",Fish Sushi,"3,9",768,,
McDonald's Glostrup,"Mjølnersvej 2, 2600 Glostrup",McDonald's Glostrup,"3,4",1.954,,", , , , , , , , , "
O'snacks 2,"Nørrebrogade 98, 2200 København N",O'Snacks,"4,3",203,1-100 kr a persona,", , , , , , , "
Luca Lyngby,"Lyngby Hovedgade 78, 2800 Kongens Lyngby",Trattoria Luca,"4,1",316,,", , , , , , , , , "
Wrap House ApS,"Istedgade 58, 1650 København V",Wrap House,"4,5",317,100-200 kr a persona,", , , , , , , , , "
Madonna Burgerbar,"Gefionsvej 45E, 3000 Helsingør",Madonna Burgerbar,"4,2",306,100-200 kr a persona,
Kanagawa ApS,"Vesterbrogade 89, st. tv, 1620 København V",Kanagawa sushi Vesterbro,"4,3",730,,", , , , , , , , , "
Celik ApS,"Mikkel Bryggers Gade 5A, kl., 1460 København K",,,,,
Restaurant SULT,"Vognmagergade 8B, 1120 København K",Sult,"4,1",1.107,,", , , , , , , , , "
Restaurant Lynetten v. Bistro Couloir,"Refshalevej 200, 1432 København K",Restaurant Lynetten,"4,1",702,200-300 kr a persona,", , , , , "
Minas Nørrebrogade 72 ApS,"Nørrebrogade 72, st. tv, 2200 København N",Minas Kaffebar,"4,6",291,1-100 kr a persona,", , , , , , , , , "
Parmas Pizza,"Hvidovrevej 164, 2650 Hvidovre",Parmas Pizza Grill Bar,"3,1",136,,
Fitnesso Food ApS,"Nørrebrogade 227, 2200 København N",Fitnessofood,"4,0",155,,", , , , "
Frankies Pizza Grønnegade,"Grønnegade 33, 1107 København K",Frankies,"4,0",380,100-200 kr a persona,", , , , , , , , , "
Pincho Nation Axeltorv,"Axeltorv 8, st., 1609 København V",Pincho Nation,"4,2",502,200-400 kr a persona,", , , , , , , , , "
Gastrotrucken Skudehavnsvej,"Skudehavnsvej 15A, 2150 Nordhavn",Gastrotrucken,"5,0",3,,
DSD & MS Drift ApS,"Christians Brygge 5, 1219 København K",,,,,
Sixpence Cafe og Restaurant,"Brøndbyøster Torv 37, 2605 Brøndby",Sixpence,"4,3",409,100-200 kr a persona,", , , "
Gothersgade 40 ApS,"Gothersgade 40, st., 1123 København K",It's Burger,"4,4",708,100-200 kr a persona,", , , , , , , , , "
Qinyang ApS,"Kongevejs-Centret 2, 2970 Hørsholm",,,,,
Kebabish ApS,"Vesterbrogade 13, 1620 København V",Kebabish,"3,8",2.402,100-200 kr a persona,", , , , , , , , , "
Restaurant Mellemfortet,"Sejlklubvej 6, 2450 København SV",Tutten på Mellemfortet,"4,3",393,100-200 kr a persona,", , , "
La Tre Street Kitchen,"Studiestræde 11, st. th, 1455 København K",La Tre Street Kitchen,"4,5",833,100-200 kr a persona,", , , , , , , , , "
Foodi Koncept ApS,"Dyrehavsbakken 33, 2930 Klampenborg",,,,,
Corsa Pizza ApS,"Islands Brygge 83B, 2300 København S",Corsa pizza,"4,3",147,,", , , , , , , , , "
Nordisk Trade ApS,"Kalvebod Brygge 59, 1., 1560 København V",,,,,
Zi Yang ApS,"Slotsherrensvej 101, 2720 Vanløse",Zi Yang,"3,9",497,,", "
Columbia CPH,"Peter Bangs Vej 223, 2500 Valby",Columbia Valby,"4,0",130,100-200 kr a persona,", , , , , "
iBagel & Souvenir ApS,"Vesterbrogade 6D, 1620 København V",iBagel,"3,9",464,1-200 kr a persona,", , , , , , , , , "
Dalforno ApS,"Værnedamsvej 9, st. 2, 1819 Frederiksberg C",,,,,
CPH Grill ApS,"Tagensvej 100, 2200 København N",CPH Grill,"4,3",94,100-200 kr a persona,", , , "
Midtown Service CPH ApS,"Nørre Voldgade 46, st., 1358 København K",,,,,
D'angelo,"Stengade 22A, 3000 Helsingør",D'Angelo,"4,0",367,,", , , , , , , , , "
Aamanns Køkken,"Refshalevej 163A, 1432 København K",Aamanns Køkken & Event,"4,1",82,,
Bixen 1981 ApS,"Fabriksområdet 102A, 1440 København K",,,,,
Cafe Robert ApS,"Vesterbrogade 161, 1800 Frederiksberg C",Hos Robert,"4,2",97,1-100 kr a persona,
Europa 1989 A/S,"Amagertorv 1, 1160 København K",Cafe Europa,"3,9",1.242,200-300 kr a persona,", , , , , , , , , "
Norrlyst ApS,"Kompagnistræde 8, kl. tv, 1208 København K",Norrlyst,"4,5",771,,", , , , , , , , , "
Shawafel ApS,"Islands Brygge 27, 2300 København S",Shawafël,"4,2",521,100-200 kr a persona,", , , , , , , , , "
ÖZ KONYA 2 ApS,"Rødovre Centrum 1C, st. 86, 2610 Rødovre",Öz Konya Kebab Rødovre,"2,9",102,,", , , "
"Ramen To Biiru, Frederiksberg","Bentzonsvej 23, 2000 Frederiksberg",Ramen to Bíiru Frederiksberg,"4,5",354,100-200 kr a persona,", , , , , , , , , "
Wami Sushi ApS,"Islands Brygge 81B, 2300 København S",,,,,
Italian Street Food ApS,"Bratskovvej 36, st., 2720 Vanløse",Trattoria - Pizzeria “Italian Street Treats”,"4,7",211,,", , , , , , "
Garden Cph ApS,"Gothersgade 87, 1123 København K",,,,,
Rudebites ApS,"Tuborg Bakkedrag 24, 1. tv, 2900 Hellerup",,,,,
Lassie Bar,"Hollænderdybet 7, 2300 København S",Lassie Bar,"4,3",117,1-100 kr a persona,
Bistro Cocorico I/S,"Blegdamsvej 128, 2100 København Ø",Bistro Cocorico,"4,4",252,,", , , , , , , , , "
The Burger Hvidovre,"Nordlundsvej 39, 2650 Hvidovre",The Burger,"4,4",339,100-200 kr a persona,", , , , , , , "
CPH 6,"Lufthavnsboulevarden 7, 2770 Kastrup",,,,,
Panda Express ApS,"Amagerfælledvej 16, 2300 København S",Panda Take Away,"4,8",66,100-200 kr a persona,", , , , , "
Frankies Pizza Strøget,"Nygade 6, 1., 1164 København K",Frankies,"3,6",766,,", , , , , , , , , "
Aroy Dee Thai Take Away Aps,"Store Torvegade 6A, 3700 Rønne","Aroy Dee Thai Takeaway,Restaurant og Minimarked","4,4",211,,", , "
Gilleje smørrebrød v/ Henrik gotfred,"Gilleleje Hovedgade 2C, 2. th, 3250 Gilleleje",Gilleleje Smørrebrød,"4,5",24,,
Moncur Food ApS,"Søborg Hovedgade 220, 2860 Søborg",,,,,
Vaest ApS,"Sigurdsgade 39, 2200 København N",,,,,
Lamfuz Aps,"Turesensgade 6, st. tv, 1368 København K",Lamfuz,"4,7",97,100-200 kr a persona,", , , , , , , , , "
CHP 5,"Lufthavnsboulevarden 4, 2770 Kastrup",,,,,
Bella Milano Ishøj ApS,"Vejlebrovej 110, 2635 Ishøj",Bella Milano,"4,6",20,1-100 kr a persona,
Nat&Nat Sandwich ApS,"Strandvejen 94, 2900 Hellerup",Nat & Nat Sandwich,"4,9",20,1-100 kr a persona,
Pardesi,"Langhusvej 38A, 2700 Brønshøj",Pardesi Nashta point,"4,5",56,1-100 kr a persona,", , , , , , , , , "
Restaurant Furesøbad ApS,"Frederiksborgvej 101, 3500 Værløse",Restaurant Furesøbad,"4,1",1.542,200-300 kr a persona,", , , , , , , , , "
Bar 42 Vesterbro ApS,"Sønder Boulevard 42, 1720 København V",Bar 42,"4,1",161,1-100 kr a persona,", , , "
Brasserie Saigon ApS,"Vesterbrogade 48, 1620 København V",Brasserie Saigon,"4,5",239,,", , , , , , , , , "
Kebab 2000,"Hovedgaden 490, 2640 Hedehusene",Kebab 2000,"4,3",323,1-100 kr a persona,
THP Group ApS,"Dalslandsgade 8F, st. 101, 2300 København S",,,,,
Datoselskabet 140225 ApS,"Mimersgade 116, 3. th, 2200 København N",,,,,
GRØD Birkegade,"Birkegade 2, st. th, 2200 København N",Grød Birkegade,"4,3",162,100-200 kr a persona,", , , , , , , , , "
Jais madhus ApS,"Sifs Plads 3, 2100 København Ø",Jais Madhus Thai Take away,"4,6",155,100-200 kr a persona,", , , , , , "
Hooked - Carlsberg byen,"Købkes Plads 36, 1799 København V",Fiskerestaurant Hooked Carlsberg byen,"4,3",299,,", , , , , , , , , "
Haralds ApS,"Bispeparken 2, st. th, 2400 København NV",H/F Aldersro,"4,8",6,,
Zocalo Falkoner Allé,"Falkoner Alle 80, st. tv, 2000 Frederiksberg",Zócalo - Fresh Happy Mex,"4,6",932,,", , , , , , , , , "
L&M Restaurant ApS,"Bellahøjvej 20, 2700 Brønshøj",,,,,
Killer Kebab,"Viktoriagade 11, st. tv, 1655 København V",Killer Kebab - Vesterbro,"4,5",785,100-200 kr a persona,", , , , , , , , , "
Izumi Ballerup ApS,"Banegårdspladsen 4, 2750 Ballerup",Izumi,"4,0",187,,", , , , , , "
Cinco København ApS,"Vesterbrogade 35, st., 1620 København V",Cinco København,"4,2",144,,", , , , , , , , , "
El Tapeo de Cervantes ApS,"Vesterbrogade 42, st., 1620 København V",El Tapeo de Cervantes,"4,6",257,,", , , , , , , , , "
ISHØJ TYRKISK RESTAURANT BAM APS,"Jægerbuen 26, 2635 Ishøj",Ishøj Tyrkisk Restaurant ( BAM ) ApS,"4,5",503,100-200 kr a persona,", , , , , , "
Hidmona Restaurant,"Griffenfeldsgade 7, 2200 København N",Hidmona Eritrean & Ethiopian Restaurant,"4,5",878,,", , , , , , , , , "
O'Snacks,"Falkoner Alle 12B, st. tv, 2000 Frederiksberg",O'Snacks,"3,6",87,100-200 kr a persona,", "
Momo Wok ApS,"Frederiksberggade 15, st. th, 1459 København K",,,,,
Restaurant 1733,"Nybrogade 14, 1203 København K",Restaurant 1733,"4,6",1.457,200-400 kr a persona,", , , , , , , , , "
Columbia : Pakistansk Mad ApS,"Hovedvejen 150, 2600 Glostrup",Columbia Pizza Glostrup,"3,9",438,100-200 kr a persona,", , , , "
Gastrohuset,"Stadionvej 22, 3730 Nexø",Gastrohuset : Nexø Hallen,,,,
Restaurant Ellegaarden,"Ellegårdsvej 10, 3400 Hillerød",Restaurant Ellegården,"4,4",284,300-400 kr a persona,
Puls Kitchen & Bar ApS,"Arne Jacobsens Allé 9, 2300 København S",Puls Kitchen & Bar,"4,3",419,,", , , , , , , , "
JuJu ApS,"Øster Farimagsgade 8, st., 2100 København Ø",,,,,
Eat Thai ApS,"Toldbodgade 7, 1253 København K",,,,,
Burger King Brøndby,"Søndre Ringvej 41A, 2605 Brøndby",Søndre Ringvej 41A,,,,
Chili Albertslund ApS,"Stationstorvet 27, 2620 Albertslund",Chili Kebab & Burger Albertslund,"4,0",91,1-100 kr a persona,
Deli Casa ApS,"Mørkhøjvej 111, 2860 Søborg",Delicasa,"3,7",191,100-200 kr a persona,", , , , "
Teelink ApS,"Nybovej 46, 2605 Brøndby",,,,,
Ferment,"Studiestræde 18, 1455 København K","ferment - izakaya, ramen & sake bar","4,2",336,,", , , , , , , , , "
Moltkes Palæ,"Dronningens Tværgade 2, 1302 København K",Moltke's Mansion,"4,6",240,,", , , , "
1 DUANGJAI,"Nyborggade 2, st., 2100 København Ø",1 Duangjai Thai Restaurant,"4,3",123,100-200 kr a persona,", , "
Neksø madhus ( pizza) og cafe,"Havnen 11, 3730 Nexø",Neksø Pizza og Cafe,"3,5",94,1-100 kr a persona,
Øens Have ApS,"Hf. Engly 49, 2300 København S",,,,,
Josty,"Pile Alle 14A, 2000 Frederiksberg",Josty,"4,3",329,,
Birks ApS,"I.C.Modewegs Vej 8, 2800 Kongens Lyngby",Birks,"4,8",48,,
Rialto Smørrebrød ApS,"Smallegade 2, 2000 Frederiksberg",Rialto Smørrebrød,"4,5",18,,
Chambre Private dining ApS,"Jernbanegade 4, 1608 København V",Chambre,"4,5",11,,
Borgbjergsvej 13 ApS,"Borgbjergsvej 13, 2450 København SV",Pauli,"4,8",276,,", , , , , , , , , "
UØ's fort-spiseri,"Middelgrundsfortet 1, 1433 København K",Ungdomsøen (Middelgrundsfortet),"4,6",44,,
The Burger Concept BALLERUP,"Ballerup-Centret 2, 1., 2750 Ballerup",The Burger Concept,"3,0",226,,", , , , , , , "
Jagger Copenhagen ApS - Strandlodsvej,"Strandlodsvej 15E, st., 2300 København S",Jagger,"4,0",118,100-200 kr a persona,", "
Rebæk brasserie & bar ApS,"Kløverprisvej 92, 2650 Hvidovre",Rebæk brasserie og bar,"4,5",243,200-300 kr a persona,", "
Natur Tørst,"Amagerbrogade 138, st. th, 2300 København S",Natur Tørst,"4,4",196,100-200 kr a persona,", , , , , , , , , "
Bybjerggaard I/S,"Sundbylille, 3600 Frederikssund",Bybjerggård,"4,4",564,,
Umi Vanløse ApS,"Jernbane Allé 48, st. th, 2720 Vanløse",Umi,"4,5",484,,", , , , , , , , , "
Karlebo Kro ApS,"Karlebovej 10, 2980 Kokkedal",Karlebo Kro,"4,5",214,,
"Molen, Hundested ApS","Nordre Beddingsvej 19, 3390 Hundested",Molen Hundested,"3,6",109,100-200 kr a persona,", , , , "
CAFÈ DRAGØR APS,"Strandlinien 1B, 2791 Dragør",Café Dragør Sejlklub,"4,3",491,200-300 kr a persona,", , , , , , , , , "
McDonald's Østerbrogade,"Østerbrogade 120, 2100 København Ø",McDonald's Østerbrogade,"3,0",1.520,,", , , , , , , , , "
GRØD Christianshavn,"Prinsessegade 23, st. tv, 1422 København K",Grød,"4,5",357,,", , , , , , , , , "
Dlet - Ballerup Centret,"Ballerup-Centret 2, st. 68, 2750 Ballerup",,,,,
Burgerbomben I/S,"Flodvej 75, 2765 Smørum",Burger Bomben,"3,9",87,,
Yu ApS,"Lyngby Hovedgade 42, 2800 Kongens Lyngby",Sizuku Sushi,"4,6",179,200-300 kr a persona,", , , , , , , , "
Amor Glostrup ApS,"Banegårdsvej 13, 2600 Glostrup",Sushi Amor,"4,2",557,,", , , , , , "
Husted Shops - Nordre Frihavnsgade,"Nordre Frihavnsgade 36, 2100 København Ø",Husted Vin,"4,4",13,,
JJfoodsolutionApS,"Christianshøjvej 22, 3500 Værløse",Spisehuset Værløse v. jjfoodsolutions ApS,"3,8",4,,
Valbyparken Spiseri ApS,"Øresundsvej 64, 2. th, 2300 København S",Picniq Valbyparkens spiseri,"4,5",172,,", , , , , , , , , "
Husted Shops - Lagerbutikken,"Bådehavnsgade 42A, 2450 København SV",Husted Vin - Sydhavn,"4,4",43,,
The Fish Project Elsinore,"Ny Kronborgvej 2, 3000 Helsingør",The Fish Project,"4,5",378,100-200 kr a persona,", , , , , , , , , "
Fromberg Aps,"Vesterbrogade 79, kl. 1, 1620 København V",Fromberg,"4,5",129,,", , , , , , , , , "
Profit Prime ApS,"Vestermarksvej 30, 2300 København S",,,,,
Kolumbia Christianshavn ApS,"Torvegade 54, st., 1400 København K",,,,,
K.U.M.A. Kitchen ApS,"Jonstrup, 3500 Værløse",,,,,
Jagger Copenhagen ApS - Frederikssundsvej,"Frederikssundsvej 164, 2700 Brønshøj",Jagger,"4,0",70,100-200 kr a persona,
MC FOODS ApS,"Vigerslevvej 268, 2. tv, 2500 Valby",,,,,
Vaca Valby,"Toftegårds Allé 4, st. 1, 2500 Valby","VACA - Mexican Finger Food, Valby","3,6",488,100-200 kr a persona,", , , , , , , , "
Ramen 88 ApS,"Strandlodsvej 35, st., 2300 København S",RAMEN 88,"4,3",382,100-200 kr a persona,", , , , , , , , , "
Sans Souci 1902 ApS,"Madvigs Alle 15, 1829 Frederiksberg C",Sans Souci Restaurant & Wine Bar,"4,4",515,,", , , , , , , , , "
Pier 3 Restaurant,"Stubkaj 3, 2150 Nordhavn",Pier 3 Nordhavn,"4,7",60,,", , , , , , , , , "
Corsa VB,"Vesterbrogade 44, st., 1620 København V",Corsa Pizza Vesterbro,"4,2",126,100-200 kr a persona,", , , , , , , , , "
Janice ApS,"Guldbergsgade 11, 3. tv, 2200 København N",Janice,"4,6",71,500-600 kr a persona,", , "
POT & TOT ApS,"Klausdalsbrovej 602, 2750 Ballerup",POT & TOT Café & Spisehus,"4,1",73,,
ngo89 ApS,"Dyssegårdsvej 49B, 2870 Dyssegård",,,,,
Cafe Kaffka ApS,"Vallensbæk Stationstorv 56, 2665 Vallensbæk Strand",Cafe Kaffka,"4,3",389,100-200 kr a persona,
Hihi APS,"Emdrupvej 114, 2400 København NV",HiHi Sushi,"4,9",111,100-200 kr a persona,", , , , , "
ISushi2300,"Amagerbrogade 28, 2300 København S",I Sushi,"4,1",72,,", , "
MJ Gothersgade ApS,"Gothersgade 26, 1123 København K",Mojoe Kitchen & Bar,"4,1",1.349,,", , , , , , , , , "
Restaurant Lamar ApS,"Gammel Kongevej 27, 1610 København V",Lamar,"4,3",123,,", , , , , , , , , "
ML CPH ApS,"Langelinie Allé 54, 2100 København Ø",,,,,
Mad & Kaffe Vesterbro ApS,"Sønder Boulevard 68, 1720 København V",Mad & Kaffe,"4,5",2.718,100-200 kr a persona,", , , , , , , , , "
Dimi,"Borgmester Christiansens Gade 4, 2450 København SV",,,,,
Salon,"Bredgade 63, 1260 København K",Salon,"4,6",237,Più di 1000 kr a persona,", , , , , , , , , "
MGNK ApS,"Frederikssundsvej 301, 2700 Brønshøj",,,,,
Engtoftegård ApS,"Vestre Gade 32, 2605 Brøndby",Restaurant Engtoftegård,"4,4",1.113,,", , , , , , , , "
Dari Meals ApS,"Kompagnistræde 31, kl., 1208 København K",,,,,
Mano Foods 9 ApS,"Jyllingevej 336C, 2610 Rødovre",,,,,
Little Brother ApS,"Nørre Farimagsgade 57, st. tv, 1364 København K",Little Brother,"4,6",354,100-200 kr a persona,", , , , , , , , , "
Dlet Hovedbanegården - Det Grønne Køkken Thai Take Away,"Bernstorffsgade 16, 1577 København V",D'let - Det Grønne Køkken Thai Take Away,"4,0",108,,", , , , , , , , , "
Khiljee ApS,"Vester Voldgade 19, st., 1552 København V",Dina,"4,4",475,,", , , , , , , , , "
Tanoshii ApS,"Fredensvej 1A, st. th, 2920 Charlottenlund",Tanoshii sushi,"4,9",58,200-300 kr a persona,", , "
Shimizu ApS,"Strandvejen 59, 2100 København Ø",Shimizu,"4,1",387,,", , , , , , , , , "
The Midwestern Diner (Kultorvet 15),"Kultorvet 15, st., 1175 København K",The Midwestern Diner,"4,4",1.275,200-300 kr a persona,", , , , , , , , , "
EED ApS,"Østergade 2, 3200 Helsinge",,,,,
"SSP DK, AFD 48, Union Kitchen","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,,,,
I'l Nuovo Rugantino ApS,"Søborg Hovedgade 163, 2860 Søborg",Il nuovo Rugantino,"4,4",325,200-300 kr a persona,", , , , , , , , "
Naan Kebab & Sweets ApS,"Kanalgaden 8, st. tv, 2620 Albertslund",,,,,
SL Food ApS,"Nyholms Alle 35, 2610 Rødovre",,,,,
Jagger Copenhagen ApS - Nordhavn,"Göteborg Plads 19, 2150 Nordhavn",Jagger Nordhavn,"4,2",81,100-200 kr a persona,", , , , , "
Phago Broens Gadekøkken,"Strandgade 95, 1401 København K",,,,,
Burgerlicious & Ribs,"Cityringen 4, 2630 Taastrup",The Burgerlicious & Ribs,"4,7",59,,
Il Nuova Bistro Restaurant & Cafe ApS,"Lilletoften 129A, 2740 Skovlunde",Il Nuova Bistro Restaurant & Cafe,"4,3",505,,", , , , , "
Café Claudio ApS,"Hvidovrevej 137, 2650 Hvidovre",Cafe Claudio,"4,0",529,100-200 kr a persona,", "
Julian Drift Toldboden A/S,"Nordre Toldbod 18, 1259 København K",Seaside Toldboden,"3,9",2.053,,", , , , , , , , , "
pankaj kumar,"Jyllingevej 2, 2720 Vanløse",,,,,
Al Mulino ApS,"Retortvej 64, st., 2500 Valby",Al Mulino-Brændefyret Stenovnpizza,"4,9",184,1-100 kr a persona,
Restaurant HuangCheng ApS,"Ørnebjergvej 2, 3650 Ølstykke",Huang Cheng,"4,1",671,200-300 kr a persona,", , "
hjaltes 2.0 I/S,"Bygaden 7, 3660 Stenløse",,,,,
GuGu s CORNER,"Enghavevej 5, st. 2, 1674 København V",,,,,
Restaurant Ciao Ciao,"Stationsvej 5, 3550 Slangerup",Restaurant Ciao Ciao,"3,9",95,1-100 kr a persona,
Nordic Holdco ApS,"Trelleborggade 15, 1., 2150 Nordhavn",Nordic Holdco ApS,,,,
REK Drift ApS,"Bag Elefanterne 20, 1799 København V",Bryggerens Spisekammer,"3,9",626,,", , , , , , , , , "
Dej Bella,"Michael Strunges Vej 16, 2300 København S",DEJ,"4,0",194,,", , , , , , , , , "
Frk. Barners Kælder Take Away ApS,"Valby Langgade 68A, st., 2500 Valby",Frk. Barners på farten,"4,1",19,,
Hooked Broens Gadekøkken,"Strandgade 95, 1401 København K",Fiskerestaurant Hooked Broens Gadekøkken,"3,4",13,,
WokXpress Aps,"Italiensvej 32, kl., 2300 København S",,,,,
SUNSET BOULEVARD HOVEDBANEGÅRDEN BUTIK 16A,"Banegårdspladsen 3, 1570 København V",Sunset Boulevard,"2,8",325,,", , , , , , , , , "
H9 ApS,"Halmtorvet 9A, 1700 København V",Halmtorvet 9,"4,0",1.019,,", , , , , , , , , "
Elippa ApS,"Martha Christensens Vej 51, 2300 København S",Elippa,"4,6",173,,", , , , , , , , , "
Spisehuset,"Allegade 2, 3000 Helsingør",Spisehuset i Kulturværftet,"3,9",371,,", , , , , , , , , "
Aure ApS,"Krudtløbsvej 8, 1439 København K",Restaurant Aure,"4,8",42,Più di 1000 kr a persona,", , , , , , "
City Kebabhouse ApS,"Høje Taastrup, 2630 Taastrup",,,,,
Sazón ApS,"Frederikssundsvej 164, st. 1, 2700 Brønshøj",,,,,
HBC Hallens Restaurant,"Bibliotekvej 62, 2650 Hvidovre",,,,,
Pizza Otto - H.C. Andersens Boulevard,"H.C. Andersens Boulevard 12A, 1553 København V",Otto Pizza Rådhuspladsen,"4,2",216,,", , , , , , , , , "
Pizza Otto - Trianglen,"Trianglen 3, st., 2100 København Ø",Otto Pizza Trianglen,"3,9",52,100-200 kr a persona,", , , , , "
Restaurant Polly,"Gammel Kongevej 96, st. 1, 1850 Frederiksberg C",Restaurant Polly København,"4,3",469,,", , , , , , , , , "
Hermanos ApS,"Vigerslev Allé 34, 2500 Valby",Hermanos Tacos,"4,6",120,100-200 kr a persona,", , , , , , , , "
Rabarbergaarden på Slottet ApS,"Frederiksborg Slot 10, 3400 Hillerød",Rabarbergaarden Slottet,"3,9",47,,", , "
Sunset Boulevard Frederiksberggade,"Frederiksberggade 25A, 1459 København K",Sunset Boulevard,"3,8",63,100-200 kr a persona,", , , "
Chez Alf ApS,"Gammel Kongevej 86A, 1850 Frederiksberg C",Restaurant Alf,"4,6",71,,", , , , , , , , , "
Jagger Copenhagen ApS - Frederiksberg Centeret,"Falkoner Alle 21, 2000 Frederiksberg",,,,,
PAD THAI ApS,"Abel Cathrines Gade 23, 1654 København V",Pad Thai Take Away,"4,9",118,100-200 kr a persona,", , , , , , , , , "
Social Grill Virum,"Geels Plads 6, 2830 Virum",Social Grill Virum,"3,9",13,,
