Name,Address,P-nummer,Status,Company Type,Startdate,Enddate
Deol Delights,"Sadelmagerporten 4, 2650 Hvidovre",1031081447,Aktiv,P-enhed,17.02.2025,
Isbutikken,"Hovedgaden 68, 3220 Tisvildeleje",1029427190,Aktiv,P-enhed,01.06.2023,
Big M Express Pizza Taastrup,"Taastrup Hovedgade 104, 2630 Taastrup",1030306550,Aktiv,P-enhed,25.04.2024,
Fihavns Pizzaria,"Strandboulevarden 93, kl. 2, 2100 København Ø",1030586294,Aktiv,P-enhed,14.08.2024,
Dupont's Spot,"Strandmarksvej 20, 2650 Hvidovre",1030625168,Aktiv,P-enhed,28.08.2024,
Le Quattro Stagioni 2024 ApS,"Nordre Fasanvej 160, 2000 Frederiksberg",1030631737,Aktiv,P-enhed,30.08.2024,
ISTED GRILL V/NIAN PING LEE,"Istedgade 92, 1650 København V",1004137576,Aktiv,P-enhed,23.10.1995,
il gusto giusto,"Nordre Frihavnsgade 80, 2100 København Ø",1023114859,Aktiv,P-enhed,11.12.2017,
GASTRONOMIA ITALIANA 6,"Øresundsvej 40, 2300 København S",1022949523,Aktiv,P-enhed,01.11.2017,
TM Service 2017 ApS,"Vandkunsten 6, 1467 København K",1022842788,Aktiv,P-enhed,12.09.2017,
"OLCAJ, Pizza Huset Frederiksberg","Niels Ebbesens Vej 15, 1911 Frederiksberg C",1014818053,Aktiv,P-enhed,01.10.2008,
Thai Take Away v/Ning Mao,"Randersgade 61, st. tv, 2100 København Ø",1009862893,Aktiv,P-enhed,15.04.2003,
Trine's Grill,"Askelundsvej 3, 3600 Frederikssund",1019704145,Aktiv,P-enhed,24.09.2014,
Ålholm Pizzaria,"Roskildevej 148, 2500 Valby",1020357343,Aktiv,P-enhed,15.05.2015,
Valentinos ApS,"Byvej 34D, 3660 Stenløse",1020257144,Aktiv,P-enhed,17.03.2015,
VAGABONDOS PIZZA-BAR,"Amagerbrogade 63, st. 4, 2300 København S",1019548607,Aktiv,P-enhed,09.07.2014,
Made in Italy,"Vesterbrogade 200, kl. fred, 1800 Frederiksberg C",1021132744,Aktiv,P-enhed,15.02.2016,
Napoli Pizza v/Caner Cetin,"Rosenkildevej 14A, 3000 Helsingør",1016203846,Aktiv,P-enhed,01.08.2010,
Sonni's Kitchen ApS,"Hostrupsvej 2, kl. 1, 1950 Frederiksberg C",1030660621,Aktiv,P-enhed,10.09.2024,
Pizzarella,"Vennemindevej 55, kl., 2100 København Ø",1030765393,Aktiv,P-enhed,05.11.2024,
Buakow Thai Take Away,"Borups Allé 178, 2400 København NV",1026614968,Aktiv,P-enhed,04.01.2021,
The Kebab v/ Hasan Fener,"Roskildevej 65, 2000 Frederiksberg",1023830112,Aktiv,P-enhed,31.07.2018,
La Stella Pizza og Grill,"Toftegårds Plads 4, 2500 Valby",1023827839,Aktiv,P-enhed,01.08.2018,
Byens Pizza 2020 ApS,"Hyldegårds Tværvej 43, 2920 Charlottenlund",1026248503,Aktiv,P-enhed,10.09.2020,
Marco Polo,"Nørregade 52A, 3390 Hundested",1026404157,Aktiv,P-enhed,26.10.2020,
Lune Spanskrør ApS,"Vesterbrogade 3, 1620 København V",1024491761,Aktiv,P-enhed,27.02.2019,
Piccolo Mondo v/Ikmete Bedzeti,"Holmbladsgade 83, 2300 København S",1016896299,Aktiv,P-enhed,01.02.2011,
Nørrevold Is-butik,"Nørre Voldgade 90, st., 1358 København K",1016894261,Aktiv,P-enhed,31.05.2011,
Campania Pizza v/Mustansar Hussain,"Tåsingegade 29, 2100 København Ø",1008206267,Aktiv,P-enhed,01.01.2001,
Roma Pizzaria Muzaffer Kizilkaya,"Havnegade 20, 3600 Frederikssund",1007943756,Aktiv,P-enhed,16.03.2000,
Iki Sushi,"Århusgade 79, 2100 København Ø",1019472538,Aktiv,P-enhed,13.06.2014,
Tacopop ApS,"Frederiksvej 9A, st. tv, 2000 Frederiksberg",1021312084,Aktiv,P-enhed,11.04.2016,
La Mela Pizza,"Jagtvej 197, 2100 København Ø",1021176016,Aktiv,P-enhed,05.03.2016,
Konya Kebab v/Emrah Cevher,"Østerparken 16 - 18, 2630 Taastrup",1021244933,Aktiv,P-enhed,01.04.2016,
La Mia Pizza,"Ægirsgade 49, 2200 København N",1021226269,Aktiv,P-enhed,01.03.2016,
MO'S PIZZA,"Classensgade 49, 2100 København Ø",1021915153,Aktiv,P-enhed,01.01.2017,
BY XAVIER,"Strandvejen 149, 2900 Hellerup",1021808861,Aktiv,P-enhed,15.10.2016,
Pappas Pizza I/S,"Lynge Bytorv 3, 3540 Lynge",1021811625,Aktiv,P-enhed,01.11.2016,
Byens Madhus,"Brønsholm, 2980 Kokkedal",1025026612,Aktiv,P-enhed,01.09.2019,
Jacobs Durumbar ApS,"Jernbanegade 46, 3600 Frederikssund",1026941357,Aktiv,P-enhed,22.03.2021,
Lemongrass Cph ApS,"Tagensvej 102, 2200 København N",1027399440,Aktiv,P-enhed,20.07.2021,
The Real Greek,"Else Alfelts Vej 64A, 5. tv, 2300 København S",1030535703,Aktiv,P-enhed,22.07.2024,
Falafelo ApS,"Lygten 2, 2400 København NV",1029665873,Aktiv,P-enhed,20.09.2023,
KRAKK APS,"Nygårdsvej 45, 2100 København Ø",1024227606,Ophørt,P-enhed,,
Durumbar,"Nørregade 53, st. 1, 1165 København K",1029893663,Aktiv,P-enhed,,
yz supreme,"Herlev Hovedgade 127, st., 2730 Herlev",1024949660,Ophørt,P-enhed,,
Farfars Grill & Pizza ApS,"Herlev Hovedgade 113, 2730 Herlev",1029685866,Aktiv,P-enhed,,
Amore Cosmico ApS,"Strandlodsvej 63B, 1. 1, 2300 København S",1030071839,Aktiv,P-enhed,05.02.2024,
The Turning Chicken,"Nørrebrogade 98, 2200 København N",1030772675,Aktiv,P-enhed,08.10.2024,
Wermundsens mad og diverse,"Roskildevej 40B, st. th, 3600 Frederikssund",1025293580,Aktiv,P-enhed,15.01.2020,
HAUI ApS,"Nyhavn 40, kl. 1, 1051 København K",1027167663,Aktiv,P-enhed,10.05.2021,
Amager Strand Homies ApS,"Kløverstykket 7, 2791 Dragør",1028213561,Aktiv,P-enhed,27.04.2022,
"SSP DK, AFD. 24, Gorms Pizza","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028256570,Aktiv,P-enhed,29.04.2022,
Pommes Pommes I/S,"Godsbanegade 4, 1722 København V",1030068269,Aktiv,P-enhed,02.02.2024,
TastePoint ApS,"Ruten 16C, 2700 Brønshøj",1029945620,Aktiv,P-enhed,22.12.2023,
Toni's Is ApS,"Robert Jacobsens Vej 1B, st. th, 2300 København S",1030093069,Aktiv,P-enhed,12.02.2024,
Smagsløget,"Peter Bangs Vej 139, 2000 Frederiksberg",1030035948,Aktiv,P-enhed,26.02.2024,
HZ LOGISTICS,"Keglens Kvarter 29, 2640 Hedehusene",1030130827,Aktiv,P-enhed,01.04.2024,
Cafe 2000/DUEMILA v/Engin Gündüz,"Borups Allé 207, 2400 København NV",1009734100,Aktiv,P-enhed,01.03.2003,
Joans Pølsevogn v/Joan Bergmann Braktoft,"Kongshaven 24, 2500 Valby",1011701058,Aktiv,P-enhed,05.09.2005,
Spar 2 Pizza v/Bülent Bakbak,"Vesterfælledvej 15, 1750 København V",1013196903,Aktiv,P-enhed,01.04.2007,
Carlsens Kaffe,"Strindbergsvej 68, 1., 2500 Valby",1029829000,Aktiv,P-enhed,12.11.2023,
Grano & Luppolo Gentofte ApS,"Gentoftegade 33, 2820 Gentofte",1029832060,Aktiv,P-enhed,14.11.2023,
Birkerød pizza house,"Hovedgaden 44, 3460 Birkerød",1029826508,Aktiv,P-enhed,10.11.2023,
PH Catering,"Håbets Allé 4B, st., 2700 Brønshøj",1029869975,Aktiv,P-enhed,27.11.2023,
Hubb Amager,"Amagerbrogade 142, 2300 København S",1030423433,Aktiv,P-enhed,01.07.2024,
Bo-Lan,"Borupvej 2A, 3320 Skævinge",1023583204,Aktiv,P-enhed,16.04.2018,
Dua 2024 ApS,"Albaniensgade 6, st. th, 2300 København S",1030602117,Aktiv,P-enhed,20.08.2024,
Havneshoppen Ishøj ApS,"Sofielundsvej 98, 2600 Glostrup",1029973683,Aktiv,P-enhed,04.01.2024,
Bosphorus Rice Bowl ApS,"Toftegårds Allé 29, st. 1, 2500 Valby",1029941110,Aktiv,P-enhed,10.12.2023,
METRO KEBAB ApS,"Firkløverparken 72, 4. -43, 2625 Vallensbæk",1020849653,Aktiv,P-enhed,29.10.2015,
Barakat Grill & Pizza ApS,"Toftegårds Allé 49, 2500 Valby",1029987730,Aktiv,P-enhed,08.01.2024,
Smash Bros Burgers,"Refshalevej 169B, 1432 København K",1031168003,Aktiv,P-enhed,18.03.2025,
Garbanzo Sværtegade,"Sværtegade 3, kl., 1118 København K",1024605562,Aktiv,P-enhed,09.04.2019,
Churros Specialisten,"Elbagade 21, 4. th, 2300 København S",1024705834,Aktiv,P-enhed,15.05.2019,
KEBABBAR,"Jagtvej 89, st. tv, 2200 København N",1024908379,Aktiv,P-enhed,01.08.2019,
Casa Nostra,"Amagerbrogade 17, 2300 København S",1024675099,Aktiv,P-enhed,01.06.2019,
ELIMAR,"Mørkelmosevej 12, 2980 Kokkedal",1024893533,Aktiv,P-enhed,01.08.2019,
Le Quattro Stagioni I/S,"Sølvgade 90, 1307 København K",1003791186,Aktiv,P-enhed,,
Svaneke Pizza,"Gruset 7, 3740 Svaneke",1023605887,Aktiv,P-enhed,,
Elis,"Holmbladsgade 60, st. tv, 2300 København S",1023735268,Aktiv,P-enhed,,
STEFANOS ApS,"Klokkedybet 21, 2730 Herlev",1023657267,Aktiv,P-enhed,29.05.2018,
Bryggerens Gourmetpizza,"Bryggerstræde 5B, 3760 Gudhjem",1023682075,Aktiv,P-enhed,07.05.2018,
LAZZAT Take Away,"Brøndvej 2, 2640 Hedehusene",1021100923,Aktiv,P-enhed,07.10.2020,
MC KO IS ApS,"Nørregade 43 - 45, 1165 København K",1019007460,Aktiv,P-enhed,03.01.2014,
Cph pop,"pile alle 31, 3. tv, 2000 Frederiksberg",1019156024,Aktiv,P-enhed,01.03.2014,
F&S ApS,"Gyldenlakvej 17, 2. 6, 2300 København S",1030754413,Aktiv,P-enhed,15.10.2024,
balkan Street Food,"Kongelundsvej 48B, 2. tv, 2300 København S",1029957750,Aktiv,P-enhed,01.02.2024,
Krua thong thai,"Brøddegade 25B, 3760 Gudhjem",1030123472,Aktiv,P-enhed,12.02.2024,
Møn Ishus,"Buddingevej 260, st. k, 2860 Søborg",1030084663,Aktiv,P-enhed,01.03.2024,
Farum Pizza v/ Erkan,"Farum Stationstorv 25, 3520 Farum",1030125777,Aktiv,P-enhed,23.02.2024,
Mumz-Mad ApS,"Folehaven 137A, st. 1, 2500 Valby",1030110818,Aktiv,P-enhed,19.02.2024,
La Vida Pizza,"Eremitageparken 315, 2800 Kongens Lyngby",1024425963,Aktiv,P-enhed,01.03.2019,
Malle's Cookies ApS,"Sydområdet 14B, 1440 København K",1023210556,Aktiv,P-enhed,22.12.2017,
Dessani ApS,"Østerbrogade 134, 2100 København Ø",1023571109,Aktiv,P-enhed,01.05.2018,
Dessani IVS Trianglen,"Trianglen 7, 2100 København Ø",1023571184,Aktiv,P-enhed,01.05.2018,
Dessani IVS Gentofte,"Gentoftegade 52, 2820 Gentofte",1023570935,Aktiv,P-enhed,17.03.2018,
Original Gastronomia Pizzaria,"Vester Torv 18, 3060 Espergærde",1023172794,Aktiv,P-enhed,01.01.2018,
Carbonaras Brothers ApS,"Holsteinborgvej 12, 1. th, 2720 Vanløse",1023324276,Aktiv,P-enhed,01.02.2018,
Fabio pasta,"Bomuldsgade 4, 2500 Valby",1031183738,Aktiv,P-enhed,31.03.2025,
Miss Mums,"Roskildevej 38, 2000 Frederiksberg",1024950642,Aktiv,P-enhed,19.08.2019,
Pappa's Pizza ApS,"Grækenlandsvej 22, 2300 København S",1024722372,Aktiv,P-enhed,01.04.2019,
Apartamento 16,"Refshalevej 167A, 1432 København K",1024674661,Aktiv,P-enhed,19.04.2019,
Formaggio Pizza ApS,"Hammelstrupvej 4 - 6, 2450 København SV",1020808264,Aktiv,P-enhed,13.10.2015,
Glostrup Spilleland/Riwayat v/Jabar Ahmad,"Hovedvejen 68, 2600 Glostrup",1016546085,Aktiv,P-enhed,05.01.2011,
Sopranos ApS,"Hovedvagtsstræde 2B, 3000 Helsingør",1023760882,Aktiv,P-enhed,22.06.2018,
SYDHAVNS GRILLEN/Sussie Folkmann Espersen,"Munch Petersens Vej 17, 3700 Rønne",1017144258,Aktiv,P-enhed,01.10.2011,
AROS KEBAB,"Falkoner Alle 110, 2000 Frederiksberg",1031005589,Aktiv,P-enhed,16.01.2025,
SUSHILOVERS TORVEHALLERNE ApS,"Rømersgade 18, 1362 København K",1017059358,Aktiv,P-enhed,10.08.2011,
istedgade,"Istedgade 40D, 1650 København V",1030870022,Aktiv,P-enhed,04.11.2024,
AK 2013 ApS,"Gladsaxevej 109, 2860 Søborg",1018187805,Aktiv,P-enhed,01.01.2013,
Ann Thai Salgsvogn,"Aarsballevej 25, 3700 Rønne",1018414895,Aktiv,P-enhed,12.04.2013,
Natteravnen Pizza,"Hvidovrevej 137, st., 2650 Hvidovre",1018420836,Aktiv,P-enhed,16.04.2013,
Surf Huset,"Strandvejen 152, 2920 Charlottenlund",1018424688,Aktiv,P-enhed,17.04.2013,
Hennings Corner,"Amagerbrogade 150, 2300 København S",1021368187,Aktiv,P-enhed,01.04.2016,
BS food ApS,"Tårnhusstræde 29, st. tv, 2700 Brønshøj",1031095480,Aktiv,P-enhed,14.02.2025,
Meyers C/O A.P. Møller grunden,"Fyrrestien 1A, 3230 Græsted",1028121659,Aktiv,P-enhed,,
Greens Kebab Pizza,"Peter Bangs Vej 97, 2000 Frederiksberg",1028648177,Aktiv,P-enhed,11.10.2022,
Maglegårdshallen´s Kiosk,"Bregnegårdsvej 25, 2900 Hellerup",1009212589,Aktiv,P-enhed,10.07.2002,
DIVANE KEBAB,"Torvegade 62, st. tv, 1400 København K",1022919071,Aktiv,P-enhed,01.10.2017,
BEHOV TO GO ApS,"Åboulevard 7, st. tv, 1635 København V",1023149954,Aktiv,P-enhed,15.12.2017,
